Menu Item ID,Name,Display Name,Space,Brand Name,Type,Category,Ready for Sale,Combo Item,Number of Pieces,Is this a Promotion,Discounted Product,Promotion Type,Packaging Type,Number of units,Diet,Description,Recipe
menu-item-1769515364995-irbwqdsbh,Cacahuètes soufflées,Cacahuètes soufflées,Adidas Arena,,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,pkg-1777203449078-c0xwn7d0d>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1763921853322-qkv10xa6d,Pulled pork (Paris),Pulled pork,SFP|space-1762366011612|PFC,EIF,Food,Pulled,No,No,1.000,No,,,,,,,pkg-1777105467274-mdp39buxw>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1764024595921-i30nw7mjg,Whisky Coca,,Adidas Arena,,Beverage,Mixology,No,No,364.000,No,,,,,,,ing-1779283669673-b6u05t0ic>Ingredient>1767782927838-q8odp5g07>1767782927838-q8odp5g07>19.000|ing-1779283724740-hv2jq20zm>Ingredient>1767781408454-6w2a2kx80>1767781408454-6w2a2kx80>14.560|pkg-1779283881373-1ojizznux>Packaging>1775288849620-3y46xd89x>363.000
menu-item-1764024595905-mjip2qhqj,Hennessy Cranberry,,Adidas Arena,,Beverage,Mixology,No,No,1.000,No,,,,,,,ing-1779293236929-vqhk9u3ph>Ingredient>1779285420432-5yb37rjjo>1779285420432-5yb37rjjo>0.040|ing-1779293271794-3ha92podv>Ingredient>1777558226848-bqx8qgb26>1777558226848-bqx8qgb26>0.140|ing-1779293338651-4tu52y6hu>Ingredient>1776685942353-a6unaug58>1776685942353-a6unaug58>0.020|ing-1779293366357-91t63mffy>Ingredient>1775288849620-3y46xd89x>1775288849620-3y46xd89x>1.000|ing-1779444075920-cor2gw2z5>Ingredient>1779440293162-bw48y9rfm>1779440293162-bw48y9rfm>1.000
menu-item-1765431886966-qr4fbc4ym,Haribo Dragibus,,SFP|space-1762366011612|PFC|Auxerre,Haribo,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1776682458939-czge9jnmn>Ingredient>1776678562011-c4va7idp8>1776678562011-c4va7idp8>1.000
menu-1777105836096-9k1onb6lr,Sandwich Jambon Beurre (Paris),Sandwich jambon beurre,SFP|PFC,EIF,Food,Sandwich,Yes,No,1.000,No,,,,,,,comp-1777105836096-vy3xeia6t>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|comp-1777105836096-v26q73jf3>Ingredient>1775203665752-ygriqw6as>1775203665752-ygriqw6as>1.000|comp-1777105836096-rei13smqf>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.015|comp-1777105836096-7fmzqksm9>Ingredient>1775222925785-43-zd0j8jrf4>1775222925785-43-zd0j8jrf4>0.015|comp-1777105836096-v4raol9bb>Ingredient>1775201917588-usec69tx5>1775201917588-usec69tx5>0.005
menu-item-1768932770626-g7od7qc64,Sandwich Jambon Fromage (Paris),Sandwich jambon fromage,SFP,EIF,Food,Sandwich,Yes,No,1.000,No,,,,,,,pkg-1777105927513-v9kv448vg>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-1777106052783-54j8oxayd,Sandwich Jambon Fromage (Nantes),Sandwich jambon fromage,La Beaujoire Nantes,Compass,Food,Sandwich,Yes,No,1.000,No,,,,,,,comp-1777106052783-2rph9rk4d>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1776689492270-4tzqhhxwg,1 bière 1 soft Happy Hours,,Le Mans FC,,Beverage,Combo Mix,Yes,No,1.000,No,,,,,,,
menu-item-1764024574338-c2ltj4kiv,Sandwich Poulet Mayo Crudités,Sandwich poulet crudités,Adidas Arena|SFP,Croc wich,Food,Sandwich,Yes,No,1.000,No,,,,,,,ing-1777106166462-obu2fmw5q>Ingredient>1775202145934-r49jj7u1f>1775202145934-r49jj7u1f>1.000
menu-1777106386872-qmis87ycj,Sandwich Rillettes (LM),Sandwich rillettes,Le Mans FC,EIF,Food,Sandwich,Yes,No,1.000,No,,,,,,,comp-1777106386872-y8hcp0249>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|comp-1777106386872-ljj2gn5gz>Ingredient>1775222925418-27-tct3ph95c>1775222925418-27-tct3ph95c>0.070|comp-1777106386872-esk32dqzy>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.050|comp-1777106386872-mvxeie6nf>Packaging>pkg-1775227685860-ueadp9b8g>1.000|comp-1777106386872-syompv2zq>Ingredient>1775201917588-usec69tx5>1775201917588-usec69tx5>0.005
menu-item-1776689537642-jku6u8kzg,2 soft Happy Hours,,Le Mans FC,,Beverage,Soft Drink,Yes,No,1.000,No,,,,,,,
menu-1777130361970-7yvai40b2,Sandwich Tenders (Paris),Sandwich tenders,SFP,EIF,Food,Sandwich,No,No,1.000,No,,,,,,,comp-1777130361970-3z0v3jgzp>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|comp-1777130361970-tcc5xnmhp>Ingredient>1775201587194-k81q2p4dd>1775201587194-k81q2p4dd>0.005|comp-1777130361970-s1idu0ks3>Ingredient>1775201284500-44tnndjsp>1775201284500-44tnndjsp>0.005|comp-1777130361970-98h9oqa6c>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.030|comp-1777130361970-giuhjy1bk>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.100|comp-1777130361970-2rvsn6fuj>Component>1775239175124>0.020
menu-1777130444672-m2e21dxzw,Sandwich Tenders (LM),Sandwich tenders,Le Mans FC,EIF,Food,Sandwich,No,No,1.000,No,,,,,,,comp-1777130444672-97i1svt0k>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|comp-1777130444672-cxbp1y8fs>Ingredient>1775201587194-k81q2p4dd>1775201587194-k81q2p4dd>0.005|comp-1777130444672-f7wojsyr2>Ingredient>1775201284500-44tnndjsp>1775201284500-44tnndjsp>0.005|comp-1777130444672-fkkvn34iq>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.030|comp-1777130444672-cllflcojl>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.100|comp-1777130444672-adpowl5de>Component>1775239175124>0.020
menu-item-1765416634040-e6rfc7yyr,Poke veggie,Poke veggie,Aix Arena,Food truck,Food,Veggie Main,Yes,No,1.000,No,,,,,,,pkg-1777130529141-qg6rstnup>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1776689581655-cihv8djeq,2bières 1pop corn,,Le Mans FC,,Combo,Menu with Drink,Yes,No,1.000,No,,,,,,,
menu-item-1769709956399-dfyfnmfzz,Hennessy ginger happy hour,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1763921853321-jzdcvdznd,Mac&Cheese,Mac&Cheese,SFP|space-1762366011612|PFC,EIF,Food,Sides,No,No,1.000,No,,,,,,,comp-1780305273733-3m1eemy2s>Component>1780305076782>1.000
menu-item-1774887051984-zsacze9s4,Empanadas Caprese X3,Empanadas caprese x3,SFP|PFC,Classico,Food,Autre food chaude,No,No,1.000,No,,,,,,,ing-1777102725540-ije90ggvw>Ingredient>1776678749344-w1hmvm2ys>1776678749344-w1hmvm2ys>3.000
menu-item-1763921595913-36gv291yw,Frites Gourmandes,Frites gourmandes,space-1762366011612|SFP|PFC,,Food,Sides,No,No,1.000,No,,,,,,,ing-1777131362527-2btalgh6t>Ingredient>1776681875775-zsz5gon4d>1776681875775-zsz5gon4d>0.300
menu-item-1773680443303-7plf3vodq,Crêpe Dulce de Leche (Paris),Crêpe dulce de leche,Adidas Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1777131996612-flqr33zfs>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1769939291471-cpprhgdio,Fanta Citron,,Aix Arena,,Beverage,Soft Drink,Yes,No,1.000,No,,,,,,,
menu-1777132074703-v73gdf47k,Crêpe nutella (Aux),Crepe nutella,Auxerre,,Food,Snack sucré,No,No,100.000,No,,,,,,,comp-1777132072673-j4p68eogw>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|comp-1777132072673-qhqlgh7qp>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|comp-1777132072673-dt7i9aadf>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.250|comp-1777132072673-bn2gdbn4n>Ingredient>1775206295695-0-rz35ev7ha>1775206295695-0-rz35ev7ha>5.000
menu-item-1764024562527-j6ilpnaxm,Ginger Bowl,Ginger bowl,Adidas Arena,Food truck,Food,Autre food chaude,No,No,1.000,No,,,,,,,pkg-1777130939863-8zh8fvjoi>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1763921630064-yz1aybedt,Le Santorin,Le Santorin,space-1762366011612|SFP|PFC,Food truck,Food,Sandwich,No,No,1.000,No,,,,,,,pkg-1777104393924-x2wkt5tuz>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-1777132226386-97ttf69w4,Crêpes Sucre (Aix),Crêpe sucre,Aix Arena,,Food,Snack sucré,No,No,100.000,No,,,,,,,comp-1777132226386-5na3im9b5>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|comp-1777132226386-18b39z41o>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|comp-1777132226386-ravllxv9z>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.250|comp-1777132226386-5sz6p52jy>Ingredient>1775222925626-35-tcy4f0zda>1775222925626-35-tcy4f0zda>5.000
menu-item-1763921853320-3gv4r8gsd,Pizza La Royale,Pizza - La royal,space-1762366011612|SFP|PFC,Food truck,Food,Pizza,No,No,1.000,No,,,,,,,pkg-1777130894061-616h7ftjg>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-1777132281285-y2o0yjo3t,Crêpes Sucre (Aux),Crêpe sucre,Auxerre,,Food,Snack sucré,No,No,100.000,No,,,,,,,comp-1777132281286-wbcny79nu>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|comp-1777132281286-dxpr0ei4d>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|comp-1777132281286-icwbl3o2c>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.250|comp-1777132281286-y261xv36s>Ingredient>1775222925626-35-tcy4f0zda>1775222925626-35-tcy4f0zda>5.000
menu-1777132327039-x98ob5449,Crêpes Sucre (Nantes),Crêpe sucre,La Beaujoire Nantes,,Food,Snack sucré,No,No,100.000,No,,,,,,,comp-1777132327039-2njx25qys>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|comp-1777132327039-d9a31ncx8>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|comp-1777132327039-3phtfrkhb>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.250|comp-1777132327039-nv99x5td0>Ingredient>1775222925626-35-tcy4f0zda>1775222925626-35-tcy4f0zda>5.000
menu-item-1775147725918-pexligv2k,Cornet Kids 70g,Bonbon vrac 70g,Aix Arena,Haribo,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1777204784518-9l2nf51b9>Ingredient>1776687406793-z3tljvu2s>1776687406793-z3tljvu2s>0.070
menu-item-1775147741612-2rqan6jcf,Pot Duo 110g,Bonbon vrac 110g,Aix Arena,Haribo,Food,Snack sucré,No,No,1.000,No,,,,,,,ing-1780322137728-pftakbroj>Ingredient>1776687406793-z3tljvu2s>1776687406793-z3tljvu2s>0.110
menu-item-1764024120034-2gteznazh,Gaufre Caramel Beurre Salé,Gaufre caramel beurre salé,Adidas Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1777132537438-75anbnkj2>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1764024562529-fdvhzaoh9,Petite salade,Petite salade,Adidas Arena,EIF,Food,Sides,No,No,1.000,No,,,,,,,ing-1777202155042-p3c22uomi>Ingredient>1776689893388-m05xg0hss>1776689893388-m05xg0hss>0.100
menu-1777132997622-bx6hfl5ee,Gaufre Sucre (Aix),Gaufre sucre,Aix Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,ing-1776682846821-mrgfu2ixl>Ingredient>1776679779185-o3j7wa3de>1776679779185-o3j7wa3de>1.000|ing-1776682868818-l6fjf9w57>Ingredient>1775222925626-35-tcy4f0zda>1775222925626-35-tcy4f0zda>0.050
menu-item-1763855198782-72mml9av2,Sprite PET 50cl (Paris/Aux),Sprite 50cl,Adidas Arena,Sprite,Beverage,Soft Drink,No,No,1.000,No,,,,,,,pkg-1776773595512-b4ehf0ida>Packaging>pkg-1775288910887-6hf3gtxl1>1.000|ing-1780323242033-dw809eo1x>Ingredient>1777556850662-a42hbm7y4>1777556850662-a42hbm7y4>1.000
menu-item-1764020119692-kte2yquum,Café Capsule (Paris),Café,space-1762366011612|PFC|SFP,,Beverage,Tea/Coffee,No,No,1.000,No,,,,,,,pkg-1777043086025-dy5e8j1qy>Packaging>pkg-1776685142150-jwvq243yv>1.000
menu-item-1764209782657-xn0dtfltr,TICKET BIERE,,space-1762366011612|PFC|SFP|Aix Arena,,Ticket/Bracelets,Tickets,Yes,No,1.000,No,,,,,,,
menu-item-1771407889670-v2rfmoy98,Tiramisu,Tiramisu,PFC,,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,pkg-1777133872015-g52cb73so>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1770217959854-vdi0q6sfi,Crêpe nutella (Paris),Crepe nutella,PFC|Auxerre,EIF,Food,Snack sucré,No,No,100.000,No,,,,,,,ing-1775668418953-zutcsxaiv>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|ing-1775668438045-rzgat880i>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|ing-1775668464403-vfd56vh09>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.250|ing-1775668491311-fboj2p49i>Ingredient>1775206295695-0-rz35ev7ha>1775206295695-0-rz35ev7ha>5.000
menu-1777134254999-i7fle4ue2,Sandwich Veggie (Aux),Sandwich végétarien,Auxerre,EIF,Food,Veggie Main,Yes,No,1.000,No,,,,,,,comp-1777134254999-s3aatj3wx>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|comp-1777134254999-mto2kovhs>Ingredient>1775230599996-fne4btj1b>1775230599996-fne4btj1b>0.030|comp-1777134254999-5zjkrd0cq>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.020|comp-1777134254999-m9sw8gvbt>Ingredient>1775201284500-44tnndjsp>1775201284500-44tnndjsp>0.005|comp-1777134254999-xdhcpdx4z>Ingredient>1775201587194-k81q2p4dd>1775201587194-k81q2p4dd>0.005|comp-1777134254999-emxcp88t2>Ingredient>1775202666291-uhm15l9d4>1775202666291-uhm15l9d4>0.015|comp-1777134254999-uharx6lrj>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1766422212321-arb1s9l4n,Coca-Cola Zero CAN 33cl (Aux/Paris),Coca-Cola Zero 33cl,Auxerre|Adidas Arena,Coca-Cola,Beverage,Soft Drink,No,No,1.000,No,,,,,,,ing-1775685471059-1d8u5ta95>Ingredient>1774988511268-kckagmxf4>1774988511268-kckagmxf4>1.000|pkg-1778164578440-hezgwl7qr>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1770218036700-6chazm3f8,TICKET EMPANADAS X1,,PFC|Aix Arena,,Ticket/Bracelets,Tickets,Yes,No,1.000,No,,,,,,,
menu-1777134438121-z9hx7aj5p,Sandwich Veggie (Aix),Sandwich végétarien,Aix Arena,EIF,Food,Veggie Main,Yes,No,1.000,No,,,,,,,comp-1777134438121-xkg983rvw>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|comp-1777134438121-x1pe8pjxu>Ingredient>1775230599996-fne4btj1b>1775230599996-fne4btj1b>0.030|comp-1777134438121-86sio78wb>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.020|comp-1777134438121-z0nuu1kux>Ingredient>1775201284500-44tnndjsp>1775201284500-44tnndjsp>0.005|comp-1777134438121-kuy6h57sr>Ingredient>1775201587194-k81q2p4dd>1775201587194-k81q2p4dd>0.005|comp-1777134438121-60wc751hk>Ingredient>1775202666291-uhm15l9d4>1775202666291-uhm15l9d4>0.015|comp-1777134438121-nc7zpogwf>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1776251761406-p2lc67hks,Chips nature - Belsia,Chips Nature,PFC|SFP,Belsia,Food,Snack salé,Yes,No,1.000,No,,,,1.000,,,ing-1776682353959-6gzuo4y1t>Ingredient>1775663587884-lg2eccp2l>1775663587884-lg2eccp2l>1.000
menu-item-1766422257421-djmif6yfx,Coca-Cola Cherry CAN 33cl HH (Aux/Paris),Coca-Cola Cherry 33cl,Auxerre|Adidas Arena,Coca-Cola,Beverage,Soft Drink,No,No,1.000,Yes,Coca-Cola Cherry CAN 33cl (Aux/Paris),Happy-Hour,,,,,ing-1775685268007-rccpoy0dv>Ingredient>1774987340963-9uit3bt4d>1774987340963-9uit3bt4d>1.000|pkg-1778164398540-9guavjysj>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1776251899231-gtvkll7jj,CDP Brut Coupe,,SFP,,Beverage,Sparkling Wine,Yes,No,1.000,No,,,,,,,
1767866224216,Coca-Cola Cherry BIB 50cl,Coca-Cola Cherry 50cl,Adidas Arena,Coca-Cola,Beverage,Soft Drink,No,Yes,68.000,No,,,,,,,ing-1776772229779-tn6emh48z>Ingredient>1767784371922-3wbsz0j1f>1767784371922-3wbsz0j1f>5.000|pkg-1778164316059-yqojzcb9q>Packaging>1775288910887-6hf3gtxl1>68.000
menu-item-1774885974775-2c0mmqnnu,Gallia Blonde 25cl (Paris),Gallia blonde 25cl,SFP,Gallia,Beverage,Beer,No,No,1.000,No,,,,,,,ing-1776776872889-9go813ikl>Ingredient>1776349934129-zf3ic5ieg>1776349934129-zf3ic5ieg>0.250|pkg-1776776884948-om5gf4owk>Packaging>pkg-1775288849620-3y46xd89x>1.000
menu-1777135053374-ahriukeyk,Tenders + Frites (Aux),Tenders frites,Auxerre,EIF,Food,Tenders,No,Yes,1.000,No,,,,,,,comp-1777135053374-bhl404dth>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.125|comp-1777135053374-3ptreprr9>Ingredient>1775202848720-131h8ujkn>1775202848720-131h8ujkn>0.300|comp-1777135053374-0tjlv1nmr>Ingredient>1775222924995-0-y8ujycsth>1775222924995-0-y8ujycsth>1.000|comp-1777135053374-b9agu256s>Ingredient>1775222924996-3-gfkf5as9l>1775222924996-3-gfkf5as9l>1.000
menu-1777135095717-nfbc3824d,Tenders + Frites (LM),Tenders frites,Le Mans FC,EIF,Food,Tenders,No,Yes,1.000,No,,,,,,,comp-1777135095718-o066kf9pf>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.125|comp-1777135095718-a08vdepw6>Ingredient>1775202848720-131h8ujkn>1775202848720-131h8ujkn>0.300|comp-1777135095718-f0jjlg20x>Ingredient>1775222924995-0-y8ujycsth>1775222924995-0-y8ujycsth>1.000|comp-1777135095718-6q2jejwsj>Ingredient>1775222924996-3-gfkf5as9l>1775222924996-3-gfkf5as9l>1.000
menu-item-1764024574332-3og5hvd8o,Budweiser 45cl,Budweiser 45cl,Adidas Arena,Budweiser,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1767866952045-kidioyyco>Packaging>pkg-1767788544076-52j1lew9l>1.000|ing-1767867051506-uxqu08qzn>Ingredient>1767782786877-6tccsspfv>1767782786877-6tccsspfv>0.500
menu-1777135145584-d2syj1hv2,Tenders + Frites (Aix),Tenders frites,Aix Arena,EIF,Food,Tenders,No,Yes,1.000,No,,,,,,,comp-1777135145585-0v684h1wk>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.125|comp-1777135145585-p9pgiobtf>Ingredient>1775202848720-131h8ujkn>1775202848720-131h8ujkn>0.300|comp-1777135145585-tcl4nn46a>Ingredient>1775222924995-0-y8ujycsth>1775222924995-0-y8ujycsth>1.000|comp-1777135145585-16r55xs1v>Ingredient>1775222924996-3-gfkf5as9l>1775222924996-3-gfkf5as9l>1.000
menu-item-1764024595921-t6z9qttts,Veggie Bowl,Veggie bowl,Adidas Arena,,Food,Veggie Main,Yes,No,1.000,No,,,,,,,pkg-1777135311359-61r66q0vm>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1764023845415-m2hvs9w5o,Gaufre Sucre (SFP PFC),Gaufre sucre,Adidas Arena|PFC|SFP,,Food,Snack sucré,No,No,1.000,No,,,,,,,ing-1780644789203-29dgpb1jg>Ingredient>1776680083436-m14kebajg>1776680083436-m14kebajg>1.000|ing-1780644807634-xl20kt6w7>Ingredient>1776436542006-t1ujcajyj>1776436542006-t1ujcajyj>0.010
menu-item-1776252278834-morm053ed,Gallia IPA 50cl X4,Gallia IPA 50cl X4,SFP,Gallia,Beverage,Beer,No,No,1.000,Yes,Gallia East 50cl (Paris),Pack x4,,,,,ing-1776777480616-29oefr1az>Ingredient>1776349862430-04xvzavux>1776349862430-04xvzavux>2.000|pkg-1776777492278-w48q3i3ja>Packaging>pkg-1775288910887-6hf3gtxl1>4.000
menu-1777137114344-ovk9fjwwt,Fuze Tea PET 40cl (LM),Fuze tea PET 40cl,Le Mans FC|Adidas Arena|La Beaujoire Nantes,Fuze Tea,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1777137114344-azhcq899g>Ingredient>1774989985256-gjx01k3yc>1774989985256-gjx01k3yc>1.000|pkg-1778164137855-t93kics2e>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1764024595922-0q9f0spo6,Wrap Thon,Wrap thon,Adidas Arena,,Food,Sandwich,No,No,1.000,No,,,,,,,ing-1777135554732-vc4frafd7>Ingredient>1776435517543-4oqwmgdwm>1776435517543-4oqwmgdwm>1.000
menu-item-1776252326359-cy7kinl30,Saucisson Justin Bridou,,SFP,Justin Bridou,Food,Snack salé,Yes,No,1.000,No,,,,1.000,,,pkg-1780403489302-mfq0v7heb>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1763855176112-t0rog8mau,M&m's (Aix),M&m's,Aix Arena,,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,pkg-1777205210448-f0qvv2387>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-1777551259047-4gcxwpunn,Café Capsule (LM),Café,space-1762366011612|Le Mans FC,,Beverage,Tea/Coffee,No,No,1.000,No,,,,,,,comp-1777551259047-3hn2swy1u>Packaging>pkg-1776685142150-jwvq243yv>1.000
menu-item-1763855153929-kq9uesm9i,Gaufre Chantilly (Paris),Gaufre chantilly,Adidas Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1777132627510-5maj68xmk>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1763837739300-kod4lmusx,Wrap Veggie,Wrap végétarien,space-1762366011612|SFP|Adidas Arena|PFC,,Food,Veggie Main,Yes,No,1.000,No,,,,,,,ing-1775244466441-9da36iupz>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>1.000
menu-item-1764209561590-uxpt6qlaz,Burger Pulled Chicken + Frites,,Le Mans FC,EIF,Food,Burger,Yes,No,1.000,No,,,,,,,
menu-item-1776252490884-th5lu0ltu,Gallia Blanche CAN 33cl,Gallia Blanche 33cl,SFP,Gallia,Beverage,Beer,No,No,1.000,No,,,,,,,ing-1776351861282-pv9xuxgf3>Ingredient>1776350452596-t34mr4ee0>1776350452596-t34mr4ee0>1.000|pkg-1776351868682-gxk73eca4>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1765416564073-ziphh9hns,Hot Dog + Frites,,Aix Arena,,Food,Hot Dog,Yes,No,1.000,No,,,,,,,
menu-item-1763837600733-xmv8rej2o,Cookie (Maison),Cookie maison,Adidas Arena|Auxerre|SFP|space-1762366011612|PFC,EIF,Food,Snack sucré,No,No,1.000,No,,,,,,,comp-1780304581580-y9ik09h3z>Component>1780304474437>1.000|pkg-1780304599862-o1zu0kv8c>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1764024595901-7q509rb6z,Gingembre Maison,Jus de gingembre,Adidas Arena,,Beverage,Soft Drink,No,No,1.000,No,,,,,,,pkg-1775638231571-z7netm8g3>Packaging>pkg-1775288849620-3y46xd89x>1.000
menu-item-1763855126345-6x3zphw36,Crêpe chantilly (Aix),Crêpe chantilly,Aix Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1777131795586-c5wlbk1qz>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1764024595907-r21z1kk8r,Lassi Mangue,Lassi Mangue,Adidas Arena,EIF,Beverage,Soft Drink,No,No,1.000,No,,,,,,,pkg-1775638293601-gj1gcr6h3>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1766422237922-s85xv3mfa,Coca-Cola BIB 50cl (Aux/Paris),Coca-Cola 50cl,Adidas Arena,Coca-Cola,Beverage,Soft Drink,No,No,243.000,No,,,,,,,ing-1775551971309-h1rz6uur9>Ingredient>1767782927838-q8odp5g07>1767782927838-q8odp5g07>19.000|pkg-1778164183106-1wi5rlfn2>Packaging>1775288910887-6hf3gtxl1>243.000
menu-1776771494917-tvv0kojdp,Powerade (Aix),Powerade,Aix Arena,Powerade,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1776771494917-n1gcnl5fl>Ingredient>1776348039785-hj2hhjrgn>1776348039785-hj2hhjrgn>1.000|comp-1776771494917-re64b42d9>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1776773774518-gueihhcrt,Sprite BIB 50cl (Paris/Aux),Sprite 50cl,Adidas Arena,Sprite,Beverage,Soft Drink,No,No,64.000,No,,,,,,,comp-1776773774519-8dgjl7kdx>Packaging>pkg-1775288910887-6hf3gtxl1>64.000|ing-1776773841048-tkaim9h9w>Ingredient>1775290109618-dhqnuoddp>1775290109618-dhqnuoddp>5.000
menu-item-1763855186031-h8poynzsp,Popcorn Chili BBQ,Popcorn Chili BBQ,Aix Arena,,Food,Snack salé,Yes,No,1.000,No,,,,1.000,,,pkg-1780403392701-lrt39sily>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1763855194015-53j0gd7y9,San Pellegrino,Eau gazeuse,Aix Arena,San Pellegrino,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044643981-vm5222wh7>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1777547117453-gywwx9utl,Tropico PET 50cl (Aix),Tropico 50cl,Aix Arena,Tropico,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1777547117453-g4z5zbkjo>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764023911733-412o9hbu9,Viennoiserie,Viennoiserie,Adidas Arena|Aix Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780401999458-bg38nnxco>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1765416614741-atkn7rnwl,Perrier Citron,Perrier citron,Aix Arena,Perrier,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044487853-ktg17hgpz>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
